PaymentMethod,MonthlyCharges,InternetService,DeviceProtection,OnlineSecurity
Electronic check,95.2,Fiber optic,No,No
Mailed check,20.5,No,No internet service,No internet service
Bank transfer (automatic),100.6,Fiber optic,No,No
Mailed check,55.3,DSL,Yes,No
Credit card (automatic),20.35,No,No internet service,No internet service
Mailed check,74.85,Fiber optic,No,No
Bank transfer (automatic),36.1,DSL,No,Yes
Bank transfer (automatic),65.8,DSL,No,No
Bank transfer (automatic),20.35,No,No internet service,No internet service
Electronic check,105.8,Fiber optic,No,No
Mailed check,96.75,Fiber optic,No,Yes
Bank transfer (automatic),102.35,Fiber optic,Yes,No
Mailed check,24.4,DSL,No,No
Credit card (automatic),115.65,Fiber optic,Yes,Yes
Electronic check,79.85,Fiber optic,Yes,No
Electronic check,73.05,DSL,No,No
Electronic check,64.35,DSL,No,Yes
Mailed check,20.5,No,No internet service,No internet service
Mailed check,76.0,Fiber optic,No,No
Credit card (automatic),54.75,DSL,Yes,Yes
Bank transfer (automatic),104.75,Fiber optic,Yes,No
Electronic check,74.65,DSL,No,Yes
Electronic check,51.15,DSL,No,Yes
Electronic check,41.95,DSL,Yes,Yes
Mailed check,54.35,DSL,Yes,No
Electronic check,56.25,DSL,No,No
Electronic check,106.1,Fiber optic,Yes,No
Electronic check,96.0,Fiber optic,No,No
Bank transfer (automatic),79.75,Fiber optic,No,No
Bank transfer (automatic),61.45,DSL,Yes,No
Electronic check,68.65,Fiber optic,No,No
Mailed check,19.65,No,No internet service,No internet service
Credit card (automatic),19.0,No,No internet service,No internet service
Electronic check,100.0,Fiber optic,No,No
Bank transfer (automatic),20.25,No,No internet service,No internet service
Electronic check,98.7,Fiber optic,Yes,No
Mailed check,19.8,No,No internet service,No internet service
Electronic check,73.8,Fiber optic,Yes,No
Electronic check,100.2,Fiber optic,No,No
Bank transfer (automatic),74.9,Fiber optic,No,No
Credit card (automatic),20.05,No,No internet service,No internet service
Electronic check,106.2,Fiber optic,No,Yes
Credit card (automatic),116.55,Fiber optic,Yes,Yes
Electronic check,99.7,Fiber optic,No,Yes
Mailed check,19.7,No,No internet service,No internet service
Mailed check,19.5,No,No internet service,No internet service
Mailed check,29.15,DSL,No,Yes
Mailed check,55.0,DSL,No,Yes
Credit card (automatic),90.8,DSL,Yes,Yes
Bank transfer (automatic),51.0,DSL,Yes,No
Electronic check,90.1,Fiber optic,Yes,No
Mailed check,59.05,DSL,No,Yes
Mailed check,20.3,No,No internet service,No internet service
Bank transfer (automatic),72.95,DSL,Yes,No
Credit card (automatic),73.55,DSL,Yes,Yes
Credit card (automatic),84.3,DSL,Yes,Yes
Credit card (automatic),78.0,DSL,Yes,No
Mailed check,72.1,DSL,No,No
Credit card (automatic),106.75,Fiber optic,Yes,Yes
Mailed check,19.25,No,No internet service,No internet service
Credit card (automatic),20.55,No,No internet service,No internet service
Mailed check,20.0,No,No internet service,No internet service
Credit card (automatic),24.65,No,No internet service,No internet service
Bank transfer (automatic),103.5,Fiber optic,No,Yes
Mailed check,23.85,No,No internet service,No internet service
Credit card (automatic),25.8,No,No internet service,No internet service
Electronic check,70.85,Fiber optic,No,No
Credit card (automatic),69.8,Fiber optic,No,No
Credit card (automatic),59.45,DSL,No,No
Bank transfer (automatic),54.55,DSL,Yes,No
Electronic check,20.05,No,No internet service,No internet service
Electronic check,82.55,DSL,Yes,Yes
Electronic check,81.25,DSL,Yes,Yes
Credit card (automatic),70.75,DSL,No,No
Credit card (automatic),74.3,DSL,Yes,Yes
Electronic check,94.1,Fiber optic,Yes,No
Credit card (automatic),29.7,DSL,No,Yes
Credit card (automatic),109.7,Fiber optic,Yes,No
Credit card (automatic),96.35,Fiber optic,Yes,No
Credit card (automatic),66.6,DSL,No,No
Electronic check,44.5,DSL,No,No
Credit card (automatic),110.9,Fiber optic,Yes,No
Electronic check,105.0,Fiber optic,Yes,No
Electronic check,25.3,DSL,No,No
Credit card (automatic),55.15,DSL,No,No
Mailed check,20.1,No,No internet service,No internet service
Mailed check,80.1,Fiber optic,No,No
Bank transfer (automatic),69.05,DSL,No,Yes
Mailed check,69.9,Fiber optic,No,No
Mailed check,20.4,No,No internet service,No internet service
Credit card (automatic),19.7,No,No internet service,No internet service
Electronic check,50.1,DSL,No,No
Electronic check,101.4,Fiber optic,No,No
Credit card (automatic),83.45,DSL,Yes,Yes
Credit card (automatic),86.65,Fiber optic,No,Yes
Bank transfer (automatic),20.15,No,No internet service,No internet service
Electronic check,80.8,Fiber optic,No,No
Credit card (automatic),19.4,No,No internet service,No internet service
Bank transfer (automatic),62.05,DSL,No,No
Electronic check,76.45,Fiber optic,No,No
Bank transfer (automatic),60.05,DSL,Yes,Yes
Electronic check,91.3,Fiber optic,No,No
Electronic check,95.75,Fiber optic,Yes,No
Mailed check,20.35,No,No internet service,No internet service
Mailed check,94.05,Fiber optic,No,No
Credit card (automatic),84.1,DSL,Yes,Yes
Electronic check,78.75,Fiber optic,No,No
Credit card (automatic),55.55,DSL,Yes,No
Electronic check,62.65,DSL,No,Yes
Electronic check,74.5,Fiber optic,No,No
Credit card (automatic),102.1,Fiber optic,Yes,No
Mailed check,20.1,No,No internet service,No internet service
Electronic check,70.3,DSL,No,Yes
Credit card (automatic),53.65,DSL,No,Yes
Mailed check,20.75,No,No internet service,No internet service
Bank transfer (automatic),103.4,Fiber optic,Yes,No
Mailed check,50.8,DSL,Yes,Yes
Electronic check,50.15,DSL,No,Yes
Mailed check,79.0,DSL,No,Yes
Bank transfer (automatic),74.6,Fiber optic,No,No
Bank transfer (automatic),96.5,Fiber optic,No,No
Mailed check,20.1,No,No internet service,No internet service
Mailed check,19.4,No,No internet service,No internet service
Credit card (automatic),77.55,DSL,Yes,Yes
Mailed check,20.05,No,No internet service,No internet service
Credit card (automatic),19.85,No,No internet service,No internet service
Mailed check,20.2,No,No internet service,No internet service
Mailed check,67.45,DSL,No,Yes
Credit card (automatic),18.55,No,No internet service,No internet service
Mailed check,29.75,DSL,Yes,No
Electronic check,86.5,Fiber optic,No,No
Mailed check,24.2,No,No internet service,No internet service
Mailed check,23.55,No,No internet service,No internet service
Bank transfer (automatic),20.45,No,No internet service,No internet service
Electronic check,81.45,Fiber optic,No,No
Credit card (automatic),92.3,DSL,Yes,Yes
Electronic check,69.15,Fiber optic,No,No
Credit card (automatic),53.65,DSL,No,No
Credit card (automatic),39.65,DSL,No,Yes
Electronic check,54.65,DSL,No,No
Bank transfer (automatic),104.8,Fiber optic,Yes,No
Credit card (automatic),29.3,DSL,No,No
Electronic check,83.85,DSL,Yes,No
Electronic check,79.55,Fiber optic,No,No
Electronic check,103.65,Fiber optic,Yes,No
Electronic check,99.05,Fiber optic,No,Yes
Mailed check,73.35,DSL,Yes,No
Mailed check,100.05,Fiber optic,No,No
Credit card (automatic),20.35,No,No internet service,No internet service
Electronic check,43.95,DSL,No,No
Mailed check,23.5,No,No internet service,No internet service
Mailed check,70.7,DSL,No,No
Bank transfer (automatic),94.3,Fiber optic,No,Yes
Electronic check,29.15,DSL,No,No
Credit card (automatic),20.85,No,No internet service,No internet service
Bank transfer (automatic),37.7,DSL,No,Yes
Mailed check,95.5,Fiber optic,Yes,No
Electronic check,91.05,Fiber optic,Yes,No
Mailed check,92.45,Fiber optic,No,No
Electronic check,44.15,DSL,Yes,No
Mailed check,36.05,DSL,No,Yes
Credit card (automatic),50.25,DSL,Yes,No
Credit card (automatic),109.75,Fiber optic,Yes,No
Electronic check,79.2,Fiber optic,Yes,No
Bank transfer (automatic),20.3,No,No internet service,No internet service
Credit card (automatic),112.35,Fiber optic,Yes,No
Mailed check,94.3,Fiber optic,Yes,No
Bank transfer (automatic),41.15,DSL,No,Yes
Bank transfer (automatic),74.65,DSL,Yes,Yes
Electronic check,48.25,DSL,Yes,No
Credit card (automatic),76.15,DSL,No,Yes
Mailed check,71.1,DSL,Yes,Yes
Electronic check,96.55,Fiber optic,Yes,No
Credit card (automatic),79.3,DSL,Yes,Yes
Credit card (automatic),89.6,Fiber optic,No,No
Mailed check,20.5,No,No internet service,No internet service
Bank transfer (automatic),106.3,Fiber optic,Yes,No
Bank transfer (automatic),100.35,Fiber optic,Yes,No
Electronic check,85.6,Fiber optic,No,No
Electronic check,45.25,DSL,No,No
Electronic check,106.15,Fiber optic,Yes,No
Electronic check,51.1,DSL,No,No
Mailed check,19.9,No,No internet service,No internet service
Credit card (automatic),25.7,No,No internet service,No internet service
Electronic check,74.3,Fiber optic,No,No
Electronic check,99.4,Fiber optic,No,No
Bank transfer (automatic),69.7,DSL,Yes,Yes
Electronic check,98.35,Fiber optic,No,No
Electronic check,85.45,Fiber optic,Yes,No
Electronic check,95.9,Fiber optic,Yes,No
Electronic check,100.75,Fiber optic,No,No
Electronic check,89.2,Fiber optic,Yes,No
Credit card (automatic),74.1,Fiber optic,No,No
Electronic check,100.6,Fiber optic,Yes,No
Mailed check,75.0,Fiber optic,No,No
Credit card (automatic),25.75,No,No internet service,No internet service
Electronic check,84.1,DSL,Yes,No
Bank transfer (automatic),79.3,DSL,No,No
Credit card (automatic),107.05,Fiber optic,Yes,Yes
Bank transfer (automatic),20.05,No,No internet service,No internet service
Credit card (automatic),70.2,DSL,No,Yes
Bank transfer (automatic),19.5,No,No internet service,No internet service
Electronic check,70.75,Fiber optic,No,No
Electronic check,45.3,DSL,No,No
Electronic check,115.15,Fiber optic,Yes,Yes
Bank transfer (automatic),72.95,DSL,Yes,No
Mailed check,19.65,No,No internet service,No internet service
Bank transfer (automatic),19.55,No,No internet service,No internet service
Electronic check,89.55,Fiber optic,No,No
Mailed check,50.35,DSL,No,Yes
Bank transfer (automatic),50.25,DSL,No,No
Credit card (automatic),87.25,DSL,Yes,Yes
Mailed check,20.8,No,No internet service,No internet service
Bank transfer (automatic),109.25,Fiber optic,Yes,No
Mailed check,20.35,No,No internet service,No internet service
Electronic check,55.9,DSL,No,No
Credit card (automatic),79.2,Fiber optic,No,Yes
Electronic check,96.0,Fiber optic,Yes,No
Electronic check,79.2,DSL,Yes,Yes
Electronic check,24.0,No,No internet service,No internet service
Bank transfer (automatic),101.35,Fiber optic,Yes,Yes
Electronic check,100.1,Fiber optic,No,No
Mailed check,56.5,DSL,No,No
Mailed check,35.45,DSL,Yes,Yes
Electronic check,85.0,Fiber optic,Yes,No
Bank transfer (automatic),79.4,DSL,Yes,Yes
Credit card (automatic),35.2,DSL,Yes,Yes
Mailed check,19.65,No,No internet service,No internet service
Mailed check,49.85,DSL,Yes,Yes
Bank transfer (automatic),68.75,DSL,No,Yes
Bank transfer (automatic),61.9,DSL,No,Yes
Electronic check,79.9,Fiber optic,Yes,No
Bank transfer (automatic),89.75,Fiber optic,No,No
Electronic check,59.3,DSL,Yes,Yes
Credit card (automatic),19.4,No,No internet service,No internet service
Bank transfer (automatic),93.65,Fiber optic,Yes,Yes
Electronic check,49.4,DSL,No,Yes
Mailed check,19.9,No,No internet service,No internet service
Mailed check,55.0,DSL,No,No
Bank transfer (automatic),72.9,DSL,Yes,No
Electronic check,69.2,Fiber optic,No,No
Bank transfer (automatic),25.6,No,No internet service,No internet service
Mailed check,19.75,No,No internet service,No internet service
Electronic check,55.7,DSL,No,Yes
Credit card (automatic),117.5,Fiber optic,Yes,Yes
Credit card (automatic),19.85,No,No internet service,No internet service
Mailed check,78.9,Fiber optic,No,No
Electronic check,20.65,No,No internet service,No internet service
Mailed check,62.3,DSL,Yes,No
Electronic check,92.5,Fiber optic,No,No
Mailed check,19.65,No,No internet service,No internet service
Bank transfer (automatic),79.75,DSL,Yes,No
Credit card (automatic),79.95,DSL,Yes,Yes
Electronic check,29.9,DSL,No,No
Mailed check,19.75,No,No internet service,No internet service
Mailed check,45.0,DSL,Yes,Yes
Bank transfer (automatic),44.8,DSL,No,No
Electronic check,69.65,Fiber optic,No,No
Electronic check,51.1,DSL,No,No
Mailed check,53.15,DSL,Yes,Yes
Bank transfer (automatic),24.7,No,No internet service,No internet service
Credit card (automatic),111.6,Fiber optic,Yes,Yes
Credit card (automatic),48.55,DSL,No,Yes
Electronic check,109.95,Fiber optic,Yes,No
Mailed check,20.8,No,No internet service,No internet service
Mailed check,20.2,No,No internet service,No internet service
Bank transfer (automatic),25.6,No,No internet service,No internet service
Electronic check,39.65,DSL,Yes,No
Electronic check,24.9,No,No internet service,No internet service
Credit card (automatic),108.4,Fiber optic,Yes,Yes
Mailed check,19.55,No,No internet service,No internet service
Electronic check,85.1,Fiber optic,No,Yes
Mailed check,56.7,DSL,No,Yes
Mailed check,69.05,Fiber optic,No,No
Mailed check,70.15,Fiber optic,No,No
Mailed check,111.15,Fiber optic,Yes,Yes
Mailed check,105.95,Fiber optic,No,Yes
Bank transfer (automatic),89.35,Fiber optic,No,No
Bank transfer (automatic),89.1,Fiber optic,No,Yes
Credit card (automatic),91.25,Fiber optic,Yes,Yes
Mailed check,90.35,Fiber optic,Yes,Yes
Bank transfer (automatic),105.55,Fiber optic,No,No
Mailed check,19.1,No,No internet service,No internet service
Credit card (automatic),20.4,No,No internet service,No internet service
Electronic check,100.45,Fiber optic,Yes,Yes
Electronic check,74.95,Fiber optic,No,No
Electronic check,29.7,DSL,No,No
Electronic check,50.35,DSL,Yes,No
Bank transfer (automatic),85.7,Fiber optic,No,Yes
Electronic check,47.85,DSL,Yes,Yes
Credit card (automatic),94.0,Fiber optic,Yes,No
Bank transfer (automatic),69.85,DSL,Yes,Yes
Electronic check,70.3,Fiber optic,No,No
Credit card (automatic),25.85,No,No internet service,No internet service
Mailed check,71.1,DSL,No,Yes
Electronic check,98.8,Fiber optic,No,Yes
Electronic check,93.35,Fiber optic,Yes,No
Bank transfer (automatic),99.85,Fiber optic,No,No
Credit card (automatic),80.3,Fiber optic,No,No
Bank transfer (automatic),50.55,DSL,No,Yes
Credit card (automatic),80.45,Fiber optic,No,No
Electronic check,81.3,Fiber optic,Yes,No
Credit card (automatic),20.7,No,No internet service,No internet service
Credit card (automatic),79.05,DSL,No,Yes
Mailed check,19.05,No,No internet service,No internet service
Credit card (automatic),19.6,No,No internet service,No internet service
Mailed check,20.2,No,No internet service,No internet service
Electronic check,86.8,Fiber optic,No,No
Mailed check,20.9,No,No internet service,No internet service
Credit card (automatic),103.6,Fiber optic,No,No
Mailed check,38.8,DSL,No,No
Bank transfer (automatic),88.4,Fiber optic,No,No
Electronic check,84.2,Fiber optic,No,No
Electronic check,79.7,Fiber optic,No,No
Mailed check,99.0,Fiber optic,No,No
Electronic check,100.75,Fiber optic,Yes,No
Mailed check,19.3,No,No internet service,No internet service
Mailed check,55.75,DSL,No,Yes
Mailed check,19.95,No,No internet service,No internet service
Bank transfer (automatic),91.75,Fiber optic,Yes,Yes
Mailed check,89.65,Fiber optic,No,No
Mailed check,45.85,DSL,No,No
Mailed check,79.55,Fiber optic,Yes,No
Mailed check,55.95,DSL,No,No
Credit card (automatic),69.0,DSL,Yes,No
Bank transfer (automatic),83.55,Fiber optic,No,No
Bank transfer (automatic),65.7,DSL,No,Yes
Bank transfer (automatic),94.9,Fiber optic,Yes,No
Mailed check,61.9,DSL,Yes,No
Electronic check,111.1,Fiber optic,Yes,No
Mailed check,20.0,No,No internet service,No internet service
Mailed check,67.7,DSL,No,Yes
Credit card (automatic),25.15,No,No internet service,No internet service
Electronic check,92.85,Fiber optic,No,No
Electronic check,89.1,Fiber optic,Yes,No
Mailed check,111.3,Fiber optic,Yes,Yes
Bank transfer (automatic),101.9,Fiber optic,Yes,No
Electronic check,91.65,Fiber optic,No,No
Electronic check,88.85,Fiber optic,Yes,No
Bank transfer (automatic),60.6,DSL,No,Yes
Electronic check,25.3,DSL,No,No
Mailed check,65.5,DSL,No,Yes
Electronic check,95.45,Fiber optic,No,No
Bank transfer (automatic),19.95,No,No internet service,No internet service
Electronic check,91.1,Fiber optic,No,No
Credit card (automatic),54.15,DSL,No,No
Bank transfer (automatic),74.6,Fiber optic,No,No
Bank transfer (automatic),94.6,Fiber optic,Yes,No
Credit card (automatic),81.15,Fiber optic,Yes,Yes
Bank transfer (automatic),89.05,DSL,Yes,Yes
Mailed check,49.2,DSL,No,No
Credit card (automatic),19.45,No,No internet service,No internet service
Electronic check,104.3,Fiber optic,Yes,Yes
Bank transfer (automatic),69.7,Fiber optic,No,No
Electronic check,89.5,Fiber optic,No,No
Electronic check,86.05,Fiber optic,No,No
Bank transfer (automatic),25.2,No,No internet service,No internet service
Electronic check,35.15,DSL,No,Yes
Credit card (automatic),99.65,Fiber optic,No,Yes
Bank transfer (automatic),105.35,Fiber optic,Yes,Yes
Electronic check,35.15,DSL,No,No
Credit card (automatic),73.75,Fiber optic,No,No
Electronic check,101.35,Fiber optic,Yes,No
Bank transfer (automatic),24.3,No,No internet service,No internet service
Electronic check,80.7,Fiber optic,No,No
Mailed check,89.85,Fiber optic,Yes,No
Electronic check,61.1,DSL,Yes,No
Electronic check,29.05,DSL,No,Yes
Bank transfer (automatic),99.7,Fiber optic,Yes,Yes
Credit card (automatic),55.9,DSL,No,Yes
Electronic check,105.9,Fiber optic,Yes,No
Credit card (automatic),46.0,DSL,Yes,No
Mailed check,43.95,DSL,No,No
Bank transfer (automatic),80.4,DSL,Yes,No
